"Id","TranslatedName","Name","VariationId","BehaviorJudgeId","EzStateBehaviorType_old","RefType","RefId","SfxVariationId","Category","Stamina","Mp","HeroPoint"
"102700505","","刺剣_強化背後","2700","505","1","0","2700505","0","1","20","0","0"
"102700510","","刺剣_パリィ後","2700","510","1","0","2700510","0","1","20","0","0"
"102700515","","刺剣_強化パリィ後","2700","515","1","0","2700515","0","1","5","0","0"
"102700516","","刺剣_強化パリィ後_二段目","2700","516","1","0","2700516","0","1","15","0","0"
"102700520","","刺剣_片手ダッシュ","2700","520","1","0","2700520","0","1","25","0","0"
"102700530","","刺剣_両手ダッシュ","2700","530","1","0","2700530","0","1","35","0","0"
"102700540","","刺剣_片手ステップ前","2700","540","1","0","2700540","0","1","20","0","0"
"102700580","","刺剣_両手ステップ前","2700","580","1","0","2700580","0","1","28","0","0"
"102700600","","刺剣_パリィガード","2700","600","1","0","2700600","0","0","0","0","0"
"102701000","","【119】メイルブレイカー_片手通常1","2701","0","1","0","2700000","0","1","20","0","0"
"102701010","","【119】メイルブレイカー_片手通常2","2701","10","1","0","2700010","0","1","20","0","0"
"102701020","","【119】メイルブレイカー_片手通常3","2701","20","1","0","2700020","0","1","20","0","0"
"102701030","","【119】メイルブレイカー_片手ジャンプ1","2701","30","1","0","2700030","0","1","52","0","0"
"102701040","","【119】メイルブレイカー_片手落下ループ","2701","40","1","0","2700040","0","1","0","0","0"
"102701050","","【119】メイルブレイカー_片手落下着地","2701","50","1","0","2700050","0","1","52","0","0"
"102701100","","【119】メイルブレイカー_片手タメ1","2701","100","1","0","2701100","0","1","50","0","0"
"102701110","","【119】メイルブレイカー_片手タメ2","2701","110","1","0","2701110","0","1","50","0","0"
"102701200","","【119】メイルブレイカー_両手通常1","2701","200","1","0","2700200","0","1","28","0","0"
"102701210","","【119】メイルブレイカー_両手通常2","2701","210","1","0","2700210","0","1","28","0","0"
"102701220","","【119】メイルブレイカー_両手通常3","2701","220","1","0","2700220","0","1","28","0","0"
"102701230","","【119】メイルブレイカー_両手ジャンプ1","2701","230","1","0","2700230","0","1","60","0","0"
"102701240","","【119】メイルブレイカー_両手落下ループ","2701","240","1","0","2700240","0","1","0","0","0"
"102701250","","【119】メイルブレイカー_両手落下着地","2701","250","1","0","2700250","0","1","60","0","0"
"102701300","","【119】メイルブレイカー_両手タメ1","2701","300","1","0","2701300","0","1","65","0","0"
"102701310","","【119】メイルブレイカー_両手タメ2","2701","310","1","0","2701310","0","1","65","0","0"
"102701400","","【119】メイルブレイカー_左手","2701","400","1","0","2700400","0","2","20","0","0"
"102701410","","【119】メイルブレイカー_片手近距離","2701","410","1","0","2700410","0","1","20","0","0"
"102701420","","【119】メイルブレイカー_両手近距離","2701","420","1","0","2700420","0","1","28","0","0"
"102701430","","【119】メイルブレイカー_ガード_片手","2701","430","1","0","2700430","0","0","0","0","0"
"102701440","","【119】メイルブレイカー_ガード_両手","2701","440","1","0","2700440","0","0","0","0","0"
"102701450","","【119】メイルブレイカー_パリィ","2701","450","1","0","2700450","0","0","15","0","0"
"102701460","","【119】メイルブレイカー__ガード中攻撃","2701","460","1","0","2700460","0","1","32","0","0"
"102701490","","【119】メイルブレイカー_落下投げ","2701","490","1","0","2700490","0","1","20","0","0"
"102701500","","【119】メイルブレイカー_背後","2701","500","1","0","2700500","0","1","20","0","0"
"102701505","","【119】メイルブレイカー_強化背後","2701","505","1","0","2700505","0","1","20","0","0"
"102701510","","【119】メイルブレイカー_パリィ後","2701","510","1","0","2700510","0","1","20","0","0"
"102701515","","【119】メイルブレイカー_強化パリィ後","2701","515","1","0","2700515","0","1","5","0","0"
"102701516","","【119】メイルブレイカー_強化パリィ後_二段目","2701","516","1","0","2700516","0","1","15","0","0"
"102701520","","【119】メイルブレイカー_片手ダッシュ","2701","520","1","0","2700520","0","1","25","0","0"
"102701530","","【119】メイルブレイカー_両手ダッシュ","2701","530","1","0","2700530","0","1","35","0","0"
"102701540","","【119】メイルブレイカー_片手ステップ前","2701","540","1","0","2700540","0","1","20","0","0"
"102701580","","【119】メイルブレイカー_両手ステップ前","2701","580","1","0","2700580","0","1","28","0","0"
"102701600","","【119】メイルブレイカー_パリィガード","2701","600","1","0","2700600","0","0","0","0","0"
"102702000","","【113】エストック_片手通常1","2702","0","1","0","2700000","0","1","20","0","0"
"102702010","","【113】エストック_片手通常2","2702","10","1","0","2700010","0","1","20","0","0"
"102702020","","【113】エストック_片手通常3","2702","20","1","0","2700020","0","1","20","0","0"
"102702030","","【113】エストック_片手ジャンプ1","2702","30","1","0","2700030","0","1","52","0","0"
"102702040","","【113】エストック_片手落下ループ","2702","40","1","0","2700040","0","1","0","0","0"
"102702050","","【113】エストック_片手落下着地","2702","50","1","0","2700050","0","1","52","0","0"
"102702100","","【113】エストック_片手タメ1","2702","100","1","0","2702100","0","1","45","0","0"
"102702110","","【113】エストック_片手タメ2","2702","110","1","0","2702110","0","1","45","0","0"
"102702200","","【113】エストック_両手通常1","2702","200","1","0","2700200","0","1","28","0","0"
"102702210","","【113】エストック_両手通常2","2702","210","1","0","2700210","0","1","28","0","0"
"102702220","","【113】エストック_両手通常3","2702","220","1","0","2700220","0","1","28","0","0"
"102702230","","【113】エストック_両手ジャンプ1","2702","230","1","0","2700230","0","1","60","0","0"
"102702240","","【113】エストック_両手落下ループ","2702","240","1","0","2700240","0","1","0","0","0"
"102702250","","【113】エストック_両手落下着地","2702","250","1","0","2700250","0","1","60","0","0"
"102702300","","【113】エストック_両手タメ1","2702","300","1","0","2702300","0","1","60","0","0"
"102702310","","【113】エストック_両手タメ2","2702","310","1","0","2702310","0","1","60","0","0"
"102702400","","【113】エストック_左手","2702","400","1","0","2700400","0","2","20","0","0"
"102702410","","【113】エストック_片手近距離","2702","410","1","0","2700410","0","1","20","0","0"
"102702420","","【113】エストック_両手近距離","2702","420","1","0","2700420","0","1","28","0","0"
"102702430","","【113】エストック_ガード_片手","2702","430","1","0","2700430","0","0","0","0","0"
"102702440","","【113】エストック_ガード_両手","2702","440","1","0","2700440","0","0","0","0","0"
"102702450","","【113】エストック_パリィ","2702","450","1","0","2700450","0","0","15","0","0"
"102702460","","【113】エストック__ガード中攻撃","2702","460","1","0","2700460","0","1","32","0","0"
"102702490","","【113】エストック_落下投げ","2702","490","1","0","2700490","0","1","20","0","0"
"102702500","","【113】エストック_背後","2702","500","1","0","2700500","0","1","20","0","0"
"102702505","","【113】エストック_強化背後","2702","505","1","0","2700505","0","1","20","0","0"
"102702510","","【113】エストック_パリィ後","2702","510","1","0","2700510","0","1","20","0","0"
"102702515","","【113】エストック_強化パリィ後","2702","515","1","0","2700515","0","1","5","0","0"
"102702516","","【113】エストック_強化パリィ後_二段目","2702","516","1","0","2700516","0","1","15","0","0"
"102702520","","【113】エストック_片手ダッシュ","2702","520","1","0","2700520","0","1","25","0","0"
"102702530","","【113】エストック_両手ダッシュ","2702","530","1","0","2700530","0","1","35","0","0"
"102702540","","【113】エストック_片手ステップ前","2702","540","1","0","2700540","0","1","20","0","0"
"102702580","","【113】エストック_両手ステップ前","2702","580","1","0","2700580","0","1","28","0","0"
"102702600","","【113】エストック_パリィガード","2702","600","1","0","2700600","0","0","0","0","0"
"102703000","","【114】ベルカ_片手通常1","2703","0","1","0","2700000","0","1","20","0","0"
"102703010","","【114】ベルカ_片手通常2","2703","10","1","0","2700010","0","1","20","0","0"
"102703020","","【114】ベルカ_片手通常3","2703","20","1","0","2700020","0","1","20","0","0"
"102703030","","【114】ベルカ_片手ジャンプ1","2703","30","1","0","2700030","0","1","52","0","0"
"102703040","","【114】ベルカ_片手落下ループ","2703","40","1","0","2700040","0","1","0","0","0"
"102703050","","【114】ベルカ_片手落下着地","2703","50","1","0","2700050","0","1","52","0","0"
"102703100","","【114】ベルカ_片手タメ1","2703","100","1","0","2703100","0","1","20","0","0"
"102703110","","【114】ベルカ_片手タメ2","2703","110","1","0","2703110","0","1","12","0","0"
"102703200","","【114】ベルカ_両手通常1","2703","200","1","0","2700200","0","1","28","0","0"
"102703210","","【114】ベルカ_両手通常2","2703","210","1","0","2700210","0","1","28","0","0"
"102703220","","【114】ベルカ_両手通常3","2703","220","1","0","2700220","0","1","28","0","0"
"102703230","","【114】ベルカ_両手ジャンプ1","2703","230","1","0","2700230","0","1","60","0","0"
"102703240","","【114】ベルカ_両手落下ループ","2703","240","1","0","2700240","0","1","0","0","0"
"102703250","","【114】ベルカ_両手落下着地","2703","250","1","0","2700250","0","1","60","0","0"
"102703300","","【114】ベルカ_両手タメ1","2703","300","1","0","2703300","0","1","30","0","0"
"102703310","","【114】ベルカ_両手タメ2","2703","310","1","0","2703310","0","1","16","0","0"
"102703400","","【114】ベルカ_左手","2703","400","1","0","2700400","0","2","20","0","0"
"102703410","","【114】ベルカ_片手近距離","2703","410","1","0","2700410","0","1","20","0","0"
"102703420","","【114】ベルカ_両手近距離","2703","420","1","0","2700420","0","1","28","0","0"
"102703430","","【114】ベルカ_ガード_片手","2703","430","1","0","2700430","0","0","0","0","0"
"102703440","","【114】ベルカ_ガード_両手","2703","440","1","0","2700440","0","0","0","0","0"
"102703450","","【114】ベルカ_パリィ","2703","450","1","0","2700450","0","0","15","0","0"
"102703460","","【114】ベルカ__ガード中攻撃","2703","460","1","0","2700460","0","1","32","0","0"
"102703490","","【114】ベルカ_落下投げ","2703","490","1","0","2700490","0","1","20","0","0"
"102703500","","【114】ベルカ_背後","2703","500","1","0","2700500","0","1","20","0","0"
"102703505","","【114】ベルカ_強化背後","2703","505","1","0","2700505","0","1","20","0","0"
"102703510","","【114】ベルカ_パリィ後","2703","510","1","0","2700510","0","1","20","0","0"
"102703515","","【114】ベルカ_強化パリィ後","2703","515","1","0","2700515","0","1","5","0","0"
"102703516","","【114】ベルカ_強化パリィ後_二段目","2703","516","1","0","2700516","0","1","15","0","0"
"102703520","","【114】ベルカ_片手ダッシュ","2703","520","1","0","2700520","0","1","25","0","0"
"102703530","","【114】ベルカ_両手ダッシュ","2703","530","1","0","2700530","0","1","35","0","0"
"102703540","","【114】ベルカ_片手ステップ前","2703","540","1","0","2700540","0","1","20","0","0"
"102703580","","【114】ベルカ_両手ステップ前","2703","580","1","0","2700580","0","1","28","0","0"
"102703600","","【114】ベルカ_パリィガード","2703","600","1","0","2700600","0","0","0","0","0"
"102704000","","【115】貴族の刺剣_片手通常1","2704","0","1","0","2700000","0","1","20","0","0"
"102704010","","【115】貴族の刺剣_片手通常2","2704","10","1","0","2700010","0","1","20","0","0"
"102704020","","【115】貴族の刺剣_片手通常3","2704","20","1","0","2700020","0","1","20","0","0"
"102704030","","【115】貴族の刺剣_片手ジャンプ1","2704","30","1","0","2700030","0","1","52","0","0"
"102704040","","【115】貴族の刺剣_片手落下ループ","2704","40","1","0","2700040","0","1","0","0","0"
"102704050","","【115】貴族の刺剣_片手落下着地","2704","50","1","0","2700050","0","1","52","0","0"
"102704100","","【115】貴族の刺剣_片手タメ1","2704","100","1","0","2704100","0","1","20","0","0"
"102704110","","【115】貴族の刺剣_片手タメ2","2704","110","1","0","2704110","0","1","12","0","0"
"102704200","","【115】貴族の刺剣_両手通常1","2704","200","1","0","2700200","0","1","28","0","0"
"102704210","","【115】貴族の刺剣_両手通常2","2704","210","1","0","2700210","0","1","28","0","0"
"102704220","","【115】貴族の刺剣_両手通常3","2704","220","1","0","2700220","0","1","28","0","0"
"102704230","","【115】貴族の刺剣_両手ジャンプ1","2704","230","1","0","2700230","0","1","60","0","0"
"102704240","","【115】貴族の刺剣_両手落下ループ","2704","240","1","0","2700240","0","1","0","0","0"
"102704250","","【115】貴族の刺剣_両手落下着地","2704","250","1","0","2700250","0","1","60","0","0"
"102704300","","【115】貴族の刺剣_両手タメ1","2704","300","1","0","2704300","0","1","30","0","0"
"102704310","","【115】貴族の刺剣_両手タメ2","2704","310","1","0","2704310","0","1","16","0","0"
"102704400","","【115】貴族の刺剣_左手","2704","400","1","0","2700400","0","2","20","0","0"
"102704410","","【115】貴族の刺剣_片手近距離","2704","410","1","0","2700410","0","1","20","0","0"
"102704420","","【115】貴族の刺剣_両手近距離","2704","420","1","0","2700420","0","1","28","0","0"
"102704430","","【115】貴族の刺剣_ガード_片手","2704","430","1","0","2700430","0","0","0","0","0"
"102704440","","【115】貴族の刺剣_ガード_両手","2704","440","1","0","2700440","0","0","0","0","0"
"102704450","","【115】貴族の刺剣_パリィ","2704","450","1","0","2700450","0","0","15","0","0"
"102704460","","【115】貴族の刺剣__ガード中攻撃","2704","460","1","0","2700460","0","1","32","0","0"
"102704490","","【115】貴族の刺剣_落下投げ","2704","490","1","0","2700490","0","1","20","0","0"
"102704500","","【115】貴族の刺剣_背後","2704","500","1","0","2700500","0","1","20","0","0"
"102704505","","【115】貴族の刺剣_強化背後","2704","505","1","0","2700505","0","1","20","0","0"
"102704510","","【115】貴族の刺剣_パリィ後","2704","510","1","0","2700510","0","1","20","0","0"
"102704515","","【115】貴族の刺剣_強化パリィ後","2704","515","1","0","2700515","0","1","5","0","0"
"102704516","","【115】貴族の刺剣_強化パリィ後_二段目","2704","516","1","0","2700516","0","1","15","0","0"
"102704520","","【115】貴族の刺剣_片手ダッシュ","2704","520","1","0","2700520","0","1","25","0","0"
"102704530","","【115】貴族の刺剣_両手ダッシュ","2704","530","1","0","2700530","0","1","35","0","0"
"102704540","","【115】貴族の刺剣_片手ステップ前","2704","540","1","0","2700540","0","1","20","0","0"
"102704580","","【115】貴族の刺剣_両手ステップ前","2704","580","1","0","2700580","0","1","28","0","0"
"102704600","","【115】貴族の刺剣_パリィガード","2704","600","1","0","2700600","0","0","0","0","0"
"103000000","","斧_片手通常1","3000","0","1","0","3000000","0","1","25","0","0"
"103000010","","斧_片手通常2","3000","10","1","0","3000010","0","1","25","0","0"
"103000020","","斧_片手通常3","3000","20","1","0","3000020","0","1","25","0","0"
"103000030","","斧_片手ジャンプ1","3000","30","1","0","3000030","0","1","65","0","0"
"103000040","","斧_片手落下ループ","3000","40","1","0","3000040","0","1","0","0","0"
"103000050","","斧_片手落下着地","3000","50","1","0","3000050","0","1","65","0","0"
"103000100","","斧_片手タメ1","3000","100","1","0","3000100","0","1","50","0","0"
"103000110","","斧_片手タメ2","3000","110","1","0","3000110","0","1","50","0","0"
"103000200","","斧_両手通常1","3000","200","1","0","3000200","0","1","38","0","0"
"103000210","","斧_両手通常2","3000","210","1","0","3000210","0","1","38","0","0"
"103000220","","斧_両手通常3","3000","220","1","0","3000220","0","1","38","0","0"
"103000230","","斧_両手ジャンプ1","3000","230","1","0","3000230","0","1","75","0","0"
"103000240","","斧_両手落下ループ","3000","240","1","0","3000240","0","1","0","0","0"
"103000250","","斧_両手落下着地","3000","250","1","0","3000250","0","1","75","0","0"
"103000300","","斧_両手タメ1","3000","300","1","0","3000300","0","1","68","0","0"
"103000310","","斧_両手タメ2","3000","310","1","0","3000310","0","1","68","0","0"
"103000400","","斧_左手","3000","400","1","0","3000400","0","2","25","0","0"
"103000410","","斧_片手近距離","3000","410","1","0","3000410","0","9","10","0","0"
"103000420","","斧_両手近距離","3000","420","1","0","3000420","0","9","10","0","0"
"103000430","","斧_ガード_片手","3000","430","1","0","3000430","0","0","0","0","0"
"103000440","","斧_ガード_両手","3000","440","1","0","3000440","0","0","0","0","0"
"103000450","","斧_パリィ","3000","450","1","0","3000450","0","0","15","0","0"
"103000490","","斧_落下投げ","3000","490","1","0","3000490","0","1","20","0","0"
"103000500","","斧_背後","3000","500","1","0","3000500","0","1","5","0","0"
"103000501","","斧_背後_二撃目","3000","501","1","0","3000501","0","1","15","0","0"
"103000505","","斧_強化背後","3000","505","1","0","3000505","0","1","5","0","0"
"103000506","","斧_強化背後_二段目","3000","506","1","0","3000506","0","1","15","0","0"
"103000510","","斧_パリィ後","3000","510","1","0","3000510","0","1","5","0","0"
"103000511","","斧_パリィ_二撃目","3000","511","1","0","3000511","0","1","15","0","0"
"103000515","","斧_強化パリィ後","3000","515","1","0","3000515","0","1","5","0","0"
"103000516","","斧_強化パリィ後_二段目","3000","516","1","0","3000516","0","1","5","0","0"
"103000517","","斧_強化パリィ後_三段目","3000","517","1","0","3000517","0","1","10","0","0"
"103000520","","斧_片手ダッシュ","3000","520","1","0","3000520","0","1","30","0","0"
"103000530","","斧_両手ダッシュ","3000","530","1","0","3000530","0","1","42","0","0"
"103000540","","斧_片手ステップ前","3000","540","1","0","3000540","0","1","25","0","0"
"103000580","","斧_両手ステップ前","3000","580","1","0","3000580","0","1","38","0","0"
"103000600","","斧_パリィガード","3000","600","1","0","3000600","0","0","0","0","0"
"103001000","","ハンドアクス_片手通常1","3001","0","1","0","3001000","0","1","25","0","0"
"103001010","","ハンドアクス_片手通常2","3001","10","1","0","3001010","0","1","25","0","0"
"103001020","","ハンドアクス_片手通常3","3001","20","1","0","3001020","0","1","25","0","0"
"103001030","","ハンドアクス_片手ジャンプ1","3001","30","1","0","3000030","0","1","65","0","0"
"103001040","","ハンドアクス_片手落下ループ","3001","40","1","0","3000040","0","1","0","0","0"
"103001050","","ハンドアクス_片手落下着地","3001","50","1","0","3000050","0","1","65","0","0"
"103001100","","ハンドアクス_片手タメ1","3001","100","1","0","3001100","0","1","50","0","0"
"103001110","","ハンドアクス_片手タメ2","3001","110","1","0","3001110","0","1","50","0","0"
"103001200","","ハンドアクス_両手通常1","3001","200","1","0","3001200","0","1","38","0","0"
"103001210","","ハンドアクス_両手通常2","3001","210","1","0","3001210","0","1","38","0","0"
"103001220","","ハンドアクス_両手通常3","3001","220","1","0","3001220","0","1","38","0","0"
"103001230","","ハンドアクス_両手ジャンプ1","3001","230","1","0","3000230","0","1","75","0","0"
"103001240","","ハンドアクス_両手落下ループ","3001","240","1","0","3000240","0","1","0","0","0"
"103001250","","ハンドアクス_両手落下着地","3001","250","1","0","3000250","0","1","75","0","0"
"103001300","","ハンドアクス_両手タメ1","3001","300","1","0","3001300","0","1","68","0","0"
"103001310","","ハンドアクス_両手タメ2","3001","310","1","0","3001310","0","1","68","0","0"
"103001400","","ハンドアクス_左手","3001","400","1","0","3001400","0","2","25","0","0"
"103001410","","ハンドアクス_片手近距離","3001","410","1","0","3000410","0","9","10","0","0"
"103001420","","ハンドアクス_両手近距離","3001","420","1","0","3000420","0","9","10","0","0"
"103001430","","ハンドアクス_ガード_片手","3001","430","1","0","3000430","0","0","0","0","0"
"103001440","","ハンドアクス_ガード_両手","3001","440","1","0","3000440","0","0","0","0","0"
"103001450","","ハンドアクス_パリィ","3001","450","1","0","3000450","0","0","15","0","0"
"103001490","","ハンドアクス_落下投げ","3001","490","1","0","3000490","0","1","20","0","0"
"103001500","","ハンドアクス_背後","3001","500","1","0","3000500","0","1","5","0","0"
"103001501","","ハンドアクス_背後_二撃目","3001","501","1","0","3000501","0","1","15","0","0"
"103001505","","ハンドアクス_強化背後","3001","505","1","0","3000505","0","1","5","0","0"
"103001506","","ハンドアクス_強化背後_二段目","3001","506","1","0","3000506","0","1","15","0","0"
"103001510","","ハンドアクス_パリィ後","3001","510","1","0","3000510","0","1","5","0","0"
"103001511","","ハンドアクス_パリィ_二撃目","3001","511","1","0","3000511","0","1","15","0","0"
"103001515","","ハンドアクス_強化パリィ後","3001","515","1","0","3000515","0","1","5","0","0"
"103001516","","ハンドアクス_強化パリィ後_二段目","3001","516","1","0","3000516","0","1","5","0","0"
"103001517","","ハンドアクス_強化パリィ後_三段目","3001","517","1","0","3000517","0","1","10","0","0"
"103001520","","ハンドアクス_片手ダッシュ","3001","520","1","0","3000520","0","1","30","0","0"
"103001530","","ハンドアクス_両手ダッシュ","3001","530","1","0","3000530","0","1","42","0","0"
"103001540","","ハンドアクス_片手ステップ前","3001","540","1","0","3000540","0","1","25","0","0"
"103001580","","ハンドアクス_両手ステップ前","3001","580","1","0","3000580","0","1","38","0","0"
"103001600","","ハンドアクス_パリィガード","3001","600","1","0","3000600","0","0","0","0","0"
"103002000","","【104】アイアンアクス_片手通常1","3002","0","1","0","3000000","0","1","25","0","0"
"103002010","","【104】アイアンアクス_片手通常2","3002","10","1","0","3000010","0","1","25","0","0"
"103002020","","【104】アイアンアクス_片手通常3","3002","20","1","0","3000020","0","1","25","0","0"
"103002030","","【104】アイアンアクス_片手ジャンプ1","3002","30","1","0","3000030","0","1","65","0","0"
"103002040","","【104】アイアンアクス_片手落下ループ","3002","40","1","0","3000040","0","1","0","0","0"
"103002050","","【104】アイアンアクス_片手落下着地","3002","50","1","0","3000050","0","1","65","0","0"
"103002100","","【104】アイアンアクス_片手タメ1","3002","100","1","0","3002100","0","1","55","0","0"
"103002110","","【104】アイアンアクス_片手タメ2","3002","110","1","0","3002110","0","1","55","0","0"
"103002120","","【104】アイアンアクス_片手タメ1／魔法発動時","3002","120","1","0","3002120","0","1","55","0","0"
"103002130","","【104】アイアンアクス_片手タメ2／魔法発動時","3002","130","1","0","3002130","0","1","55","0","0"
"103002200","","【104】アイアンアクス_両手通常1","3002","200","1","0","3000200","0","1","38","0","0"
"103002210","","【104】アイアンアクス_両手通常2","3002","210","1","0","3000210","0","1","38","0","0"
"103002220","","【104】アイアンアクス_両手通常3","3002","220","1","0","3000220","0","1","38","0","0"
"103002230","","【104】アイアンアクス_両手ジャンプ1","3002","230","1","0","3000230","0","1","75","0","0"
"103002240","","【104】アイアンアクス_両手落下ループ","3002","240","1","0","3000240","0","1","0","0","0"
"103002250","","【104】アイアンアクス_両手落下着地","3002","250","1","0","3000250","0","1","75","0","0"
"103002300","","【104】アイアンアクス_両手タメ1","3002","300","1","0","3002300","0","1","70","0","0"
"103002301","","【104】アイアンアクス_両手_周囲","3002","301","1","0","3002301","0","1","0","0","0"
"103002310","","【104】アイアンアクス_両手タメ2","3002","310","1","0","3002310","0","1","70","0","0"
"103002400","","【104】アイアンアクス_左手","3002","400","1","0","3000400","0","2","25","0","0"
"103002410","","【104】アイアンアクス_片手近距離","3002","410","1","0","3000410","0","9","10","0","0"
"103002420","","【104】アイアンアクス_両手近距離","3002","420","1","0","3000420","0","9","10","0","0"
"103002430","","【104】アイアンアクス_ガード_片手","3002","430","1","0","3000430","0","0","0","0","0"
"103002440","","【104】アイアンアクス_ガード_両手","3002","440","1","0","3000440","0","0","0","0","0"
"103002450","","【104】アイアンアクス_パリィ","3002","450","1","0","3000450","0","0","15","0","0"
"103002490","","【104】アイアンアクス_落下投げ","3002","490","1","0","3000490","0","1","20","0","0"
"103002500","","【104】アイアンアクス_背後","3002","500","1","0","3000500","0","1","5","0","0"
"103002501","","【104】アイアンアクス_背後_二撃目","3002","501","1","0","3000501","0","1","15","0","0"
"103002505","","【104】アイアンアクス_強化背後","3002","505","1","0","3000505","0","1","5","0","0"
"103002506","","【104】アイアンアクス_強化背後_二段目","3002","506","1","0","3000506","0","1","15","0","0"
"103002510","","【104】アイアンアクス_パリィ後","3002","510","1","0","3000510","0","1","5","0","0"
"103002511","","【104】アイアンアクス_パリィ_二撃目","3002","511","1","0","3000511","0","1","15","0","0"
"103002515","","【104】アイアンアクス_強化パリィ後","3002","515","1","0","3000515","0","1","5","0","0"
"103002516","","【104】アイアンアクス_強化パリィ後_二段目","3002","516","1","0","3000516","0","1","5","0","0"
"103002517","","【104】アイアンアクス_強化パリィ後_三段目","3002","517","1","0","3000517","0","1","10","0","0"
"103002520","","【104】アイアンアクス_片手ダッシュ","3002","520","1","0","3000520","0","1","30","0","0"
"103002530","","【104】アイアンアクス_両手ダッシュ","3002","530","1","0","3000530","0","1","42","0","0"
"103002540","","【104】アイアンアクス_片手ステップ前","3002","540","1","0","3000540","0","1","25","0","0"
"103002580","","【104】アイアンアクス_両手ステップ前","3002","580","1","0","3000580","0","1","38","0","0"
"103002600","","【104】アイアンアクス_パリィガード","3002","600","1","0","3000600","0","0","0","0","0"
"103002800","","【104】アイアンアクス_魔法剣","3002","800","1","1","1070","0","1","0","30","0"
"103003000","","【103】大包丁_片手通常1","3003","0","1","0","3000000","0","1","25","0","0"
"103003010","","【103】大包丁_片手通常2","3003","10","1","0","3000010","0","1","25","0","0"
"103003020","","【103】大包丁_片手通常3","3003","20","1","0","3000020","0","1","25","0","0"
"103003030","","【103】大包丁_片手ジャンプ1","3003","30","1","0","3000030","0","1","65","0","0"
"103003040","","【103】大包丁_片手落下ループ","3003","40","1","0","3000040","0","1","0","0","0"
"103003050","","【103】大包丁_片手落下着地","3003","50","1","0","3000050","0","1","65","0","0"
"103003100","","【103】大包丁_片手タメ1","3003","100","1","0","3003100","0","1","50","0","0"
"103003110","","【103】大包丁_片手タメ2","3003","110","1","0","3003110","0","1","50","0","0"
"103003200","","【103】大包丁_両手通常1","3003","200","1","0","3000200","0","1","38","0","0"
"103003210","","【103】大包丁_両手通常2","3003","210","1","0","3000210","0","1","38","0","0"
"103003220","","【103】大包丁_両手通常3","3003","220","1","0","3000220","0","1","38","0","0"
"103003230","","【103】大包丁_両手ジャンプ1","3003","230","1","0","3000230","0","1","75","0","0"
"103003240","","【103】大包丁_両手落下ループ","3003","240","1","0","3000240","0","1","0","0","0"
"103003250","","【103】大包丁_両手落下着地","3003","250","1","0","3000250","0","1","75","0","0"
"103003300","","【103】大包丁_両手タメ1","3003","300","1","0","3003300","0","1","55","0","0"
"103003310","","【103】大包丁_両手タメ2","3003","310","1","0","3003310","0","1","75","0","0"
"103003400","","【103】大包丁_左手","3003","400","1","0","3000400","0","2","25","0","0"
"103003410","","【103】大包丁_片手近距離","3003","410","1","0","3000410","0","9","10","0","0"
"103003420","","【103】大包丁_両手近距離","3003","420","1","0","3000420","0","9","10","0","0"
"103003430","","【103】大包丁_ガード_片手","3003","430","1","0","3000430","0","0","0","0","0"
"103003440","","【103】大包丁_ガード_両手","3003","440","1","0","3000440","0","0","0","0","0"
"103003450","","【103】大包丁_パリィ","3003","450","1","0","3000450","0","0","15","0","0"
"103003490","","【103】大包丁_落下投げ","3003","490","1","0","3000490","0","1","20","0","0"
"103003500","","【103】大包丁_背後","3003","500","1","0","3000500","0","1","5","0","0"
"103003501","","【103】大包丁_背後_二撃目","3003","501","1","0","3000501","0","1","15","0","0"
"103003505","","【103】大包丁_強化背後","3003","505","1","0","3000505","0","1","5","0","0"
"103003506","","【103】大包丁_強化背後_二段目","3003","506","1","0","3000506","0","1","15","0","0"
"103003510","","【103】大包丁_パリィ後","3003","510","1","0","3000510","0","1","5","0","0"
"103003511","","【103】大包丁_パリィ_二撃目","3003","511","1","0","3000511","0","1","15","0","0"
"103003515","","【103】大包丁_強化パリィ後","3003","515","1","0","3000515","0","1","5","0","0"
"103003516","","【103】大包丁_強化パリィ後_二段目","3003","516","1","0","3000516","0","1","5","0","0"
"103003517","","【103】大包丁_強化パリィ後_三段目","3003","517","1","0","3000517","0","1","10","0","0"
"103003520","","【103】大包丁_片手ダッシュ","3003","520","1","0","3000520","0","1","30","0","0"
"103003530","","【103】大包丁_両手ダッシュ","3003","530","1","0","3000530","0","1","42","0","0"
"103003540","","【103】大包丁_片手ステップ前","3003","540","1","0","3000540","0","1","25","0","0"
"103003580","","【103】大包丁_両手ステップ前","3003","580","1","0","3000580","0","1","38","0","0"
"103003600","","【103】大包丁_パリィガード","3003","600","1","0","3000600","0","0","0","0","0"
"103004000","","【125】ガーゴイルの尾斧_片手通常1","3004","0","1","0","3000000","0","1","25","0","0"
"103004010","","【125】ガーゴイルの尾斧_片手通常2","3004","10","1","0","3000010","0","1","25","0","0"
"103004020","","【125】ガーゴイルの尾斧_片手通常3","3004","20","1","0","3000020","0","1","25","0","0"
"103004030","","【125】ガーゴイルの尾斧_片手ジャンプ1","3004","30","1","0","3000030","0","1","65","0","0"
"103004040","","【125】ガーゴイルの尾斧_片手落下ループ","3004","40","1","0","3000040","0","1","0","0","0"
"103004050","","【125】ガーゴイルの尾斧_片手落下着地","3004","50","1","0","3000050","0","1","65","0","0"
