Id	TranslatedName	Name	PhysicsAtkRate	MagicAtkRate	FireAtkRate	ThunderAtkRate	StaminaAtkRate	SaWeaponAtkRate	SaDurabilityRate	CorrectStrengthRate	CorrectAgilityRate	CorrectMagicRate	CorrectFaithRate	PhysicsGuardCutRate	MagicGuardCutRate	FireGuardCutRate	ThunderGuardCutRate	PoisonGuardResistRate	DiseaseGuardResistRate	BloodGuardResistRate	CurseGuardResistRate	StaminaGuardDefRate	SpEffectId1	SpEffectId2	SpEffectId3	ResidentSpEffectId1	ResidentSpEffectId2	ResidentSpEffectId3	MaterialSetId
6610	[Shield _ growth +] sacred +10	??_???????10	2	2	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
6800	[Shield _ growth +] flame	??_?????	1	1	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
6801	[Shield _ growth +] flame +1	??_??????1	1.04	1	1.04	1	1.6	1	1	1	1	1	1	1	1	1.03	1	1	1	1	1	1	0	0	0	0	0	0	1
6802	[Shield _ growth +] flame +2	??_??????2	1.08	1	1.08	1	1.7	1	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	0	0	0	0	0	0	2
6803	[Shield _ growth +] flame +3	??_??????3	1.12	1	1.12	1	1.8	1	1	1	1	1	1	1	1	1.09	1	1	1	1	1	1	0	0	0	0	0	0	3
6804	[Shield _ growth +] flame +4	??_??????4	1.16	1	1.16	1	1.9	1	1	1	1	1	1	1	1	1.12	1	1	1	1	1	1	0	0	0	0	0	0	4
6805	[Shield _ growth +] flame +5	??_??????5	1.2	1	1.2	1	2	1	1	1	1	1	1	1	1	1.15	1	1	1	1	1	1	0	0	0	0	0	0	5
6806	[Shield _ growth +] flame +6	??_??????6	1.27	1	1.27	1	2.1	1	1	1	1	1	1	1	1	1.18	1	1	1	1	1	1	0	0	0	0	0	0	6
6807	[Shield _ growth +] flame +7	??_??????7	1.34	1	1.34	1	2.2	1	1	1	1	1	1	1	1	1.21	1	1	1	1	1	1	0	0	0	0	0	0	7
6808	[Shield _ growth +] flame +8	??_??????8	1.41	1	1.41	1	2.3	1	1	1	1	1	1	1	1	1.24	1	1	1	1	1	1	0	0	0	0	0	0	8
6809	[Shield _ growth +] flame +9	??_??????9	1.48	1	1.48	1	2.4	1	1	1	1	1	1	1	1	1.27	1	1	1	1	1	1	0	0	0	0	0	0	9
6810	[Shield _ growth +] flame +10	??_??????10	1.55	1	1.55	1	2.5	1	1	1	1	1	1	1	1	1.3	1	1	1	1	1	1	0	0	0	0	0	0	10
7200	[Shield _ growth +] thunder	??_?????	1.2	1	1	1.2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
7201	[Shield _ growth +] thunder +1	??_??????1	1.28	1	1	1.28	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
7202	[Shield _ growth +] thunder +2	??_??????2	1.36	1	1	1.36	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
7203	[Shield _ growth +] thunder +3	??_??????3	1.44	1	1	1.44	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
7204	[Shield _ growth +] thunder +4	??_??????4	1.52	1	1	1.52	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
7205	[Shield _ growth +] thunder +5	??_??????5	1.6	1	1	1.6	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
7400	[Shield _ growth +] magic A	??_??????A	1.25	1.25	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
7401	[Shield _ growth +] magic A + 1	??_??????A?1	1.31	1.31	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
7402	[Shield _ growth +] magic A + 2	??_??????A?2	1.37	1.37	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
7403	[Shield _ growth +] magic A + 3	??_??????A?3	1.43	1.43	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
7404	[Shield _ growth +] magic A + 4	??_??????A?4	1.49	1.49	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
7405	[Shield _ growth +] magic A + 5	??_??????A?5	1.55	1.55	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
7406	[Shield _ growth +] magic A + 6	??_??????A?6	1.62	1.62	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
7407	[Shield _ growth +] magic A + 7	??_??????A?7	1.69	1.69	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
7408	[Shield _ growth +] magic A + 8	??_??????A?8	1.76	1.76	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
7409	[Shield _ growth +] magic A + 9	??_??????A?9	1.83	1.83	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
7410	[Shield _ growth +] magic A + 10	??_??????A?10	2	2	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
7800	[Shield _ growth +] flame	??_?????	1	1	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
7801	[Shield _ growth +] flame +1	??_??????1	1.04	1	1.04	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
7802	[Shield _ growth +] flame +2	??_??????2	1.08	1	1.08	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
7803	[Shield _ growth +] flame +3	??_??????3	1.12	1	1.12	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
7804	[Shield _ growth +] flame +4	??_??????4	1.16	1	1.16	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
7805	[Shield _ growth +] flame +5	??_??????5	1.2	1	1.2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
7806	[Shield _ growth +] flame +6	??_??????6	1.27	1	1.27	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
7807	[Shield _ growth +] flame +7	??_??????7	1.34	1	1.34	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
7808	[Shield _ growth +] flame +8	??_??????8	1.41	1	1.41	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
7809	[Shield _ growth +] flame +9	??_??????9	1.48	1	1.48	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
7810	[Shield _ growth +] flame +10	??_??????10	1.55	1	1.55	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
8000	[Crossbow] Normal	?????	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
8001	[Crossbow] usually +1	??????1	1.7	1	1	1	1.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
8002	[Crossbow] usually +2	??????2	2	1	1	1	1.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
8003	[Crossbow] usually +3	??????3	2.3	1	1	1	1.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
8004	[Crossbow] usually +4	??????4	2.6	1	1	1	1.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
8005	[Crossbow] usually +5	??????5	2.9	1	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
8006	[Crossbow] usually +6	??????6	3.3	1	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
8007	[Crossbow] usually +7	??????7	3.6	1	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
8008	[Crossbow] usually +8	??????8	3.9	1	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
8009	[Crossbow] usually +9	??????9	4.2	1	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
8010	[Crossbow] usually +10	??????10	4.5	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
8011	[Crossbow] usually +11	??????11	4.9	1	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	11
8012	[Crossbow] usually +12	??????12	5.2	1	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	12
8013	[Crossbow] usually +13	??????13	5.5	1	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	13
8014	[Crossbow] usually +14	??????14	5.8	1	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	14
8015	[Crossbow] usually +15	??????15	6.2	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	15
8100	[Crossbow] crystal	?????	5.2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
8101	[Crossbow] crystal +1	??????1	5.5	1	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
8102	[Crossbow] crystal +2	??????2	5.8	1	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
8103	[Crossbow] crystal +3	??????3	6.1	1	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
8104	[Crossbow] crystal +4	??????4	6.4	1	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
8105	[Crossbow] crystal +5	??????5	6.8	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
8200	[Crossbow] thunder	????	2.8	1	1	2.6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
8201	[Crossbow] thunder +1	?????1	3	1	1	2.8	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
8202	[Crossbow] thunder +2	?????2	3.2	1	1	3	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
8203	[Crossbow] thunder +3	?????3	3.4	1	1	3.2	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
8204	[Crossbow] thunder +4	?????4	3.6	1	1	3.4	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
8205	[Crossbow] thunder +5	?????5	3.8	1	1	3.6	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
8400	[Crossbow] magic A	?????A	2.5	2.3	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
8401	[Crossbow] magic A + 1	?????A?1	2.79	2.58	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
8402	[Crossbow] magic A + 2	?????A?2	3.08	2.86	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
8403	[Crossbow] magic A + 3	?????A?3	3.37	3.14	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
8404	[Crossbow] magic A + 4	?????A?4	3.66	3.42	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
8405	[Crossbow] magic A + 5	?????A?5	3.95	3.7	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
8406	[Crossbow] magic A + 6	?????A?6	4.24	3.98	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
8407	[Crossbow] magic A + 7	?????A?7	4.53	4.26	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
8408	[Crossbow] magic A + 8	?????A?8	4.82	4.54	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
8409	[Crossbow] magic A + 9	?????A?9	5.11	4.82	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
8410	[Crossbow] magic A + 10	?????A?10	5.4	5.14	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
8600	[Crossbow] sacred	?????	2.5	2.5	1	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
8601	[Crossbow] sacred +1	??????1	2.8	2.8	1	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
8602	[Crossbow] sacred +2	??????2	3.1	3.1	1	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
8603	[Crossbow] sacred +3	??????3	3.4	3.4	1	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
8604	[Crossbow] sacred +4	??????4	3.7	3.7	1	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
8605	[Crossbow] sacred +5	??????5	4	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
8606	[Crossbow] sacred +6	??????6	4.3	4.3	1	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
8607	[Crossbow] sacred +7	??????7	4.6	4.6	1	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
8608	[Crossbow] sacred +8	??????8	4.9	4.9	1	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
8609	[Crossbow] sacred +9	??????9	5.2	5.2	1	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
8610	[Crossbow] sacred +10	??????10	5.5	5.5	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
8800	[Crossbow] flame	????	1.8	1	1.8	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
8801	[Crossbow] flame +1	?????1	2.03	1	2.03	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
8802	[Crossbow] flame +2	?????2	2.26	1	2.26	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
8803	[Crossbow] flame +3	?????3	2.49	1	2.49	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
8804	[Crossbow] flame +4	?????4	2.72	1	2.72	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
8805	[Crossbow] flame +5	?????5	2.95	1	2.95	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
8806	[Crossbow] flame +6	?????6	3.2	1	3.2	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
8807	[Crossbow] flame +7	?????7	3.43	1	3.43	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
8808	[Crossbow] flame +8	?????8	3.66	1	3.66	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
8809	[Crossbow] flame +9	?????9	3.89	1	3.89	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
8810	[Crossbow] flame +10	?????10	4.15	1	4.15	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
9200	[Bow] thunder	????	3.7	1	1	4.1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
9201	[Bow] thunder +1	?????1	3.88	1	1	4.28	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
9202	[Bow] thunder +2	?????2	4.06	1	1	4.46	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
9203	[Bow] thunder +3	?????3	4.24	1	1	4.64	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
9204	[Bow] thunder +4	?????4	4.42	1	1	4.82	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
9205	[Bow] thunder +5	?????5	4.6	1	1	5	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
9500	[Bow] magic B	?????B	2	2	1	1	2	1	1	1.15	1.15	1.05	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
9501	[Bow] magic B + 1	?????B?1	2.08	2.06	1	1	2.1	1	1	1.15	1.15	1.12	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
9502	[Bow] magic B + 2	?????B?2	2.16	2.12	1	1	2.2	1	1	1.15	1.15	1.19	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
9503	[Bow] magic B + 3	?????B?3	2.24	2.18	1	1	2.3	1	1	1.15	1.15	1.26	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
9504	[Bow] magic B + 4	?????B?4	2.32	2.24	1	1	2.4	1	1	1.2	1.2	1.33	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
9505	[Bow] magic B + 5	?????B?5	2.4	2.32	1	1	2.5	1	1	1.2	1.2	1.4	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
9800	[Bow] flame	????	1.8	1	1.8	1	1.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
9801	[Bow] flame +1	?????1	2.07	1	2.07	1	1.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
9802	[Bow] flame +2	?????2	2.34	1	2.34	1	1.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
9803	[Bow] flame +3	?????3	2.61	1	2.61	1	1.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
9804	[Bow] flame +4	?????4	2.88	1	2.88	1	1.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
9805	[Bow] flame +5	?????5	3.15	1	3.15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
9806	[Bow] flame +6	?????6	3.42	1	3.42	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	6
9807	[Bow] flame +7	?????7	3.69	1	3.69	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	7
9808	[Bow] flame +8	?????8	3.96	1	3.96	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8
9809	[Bow] flame +9	?????9	4.23	1	4.23	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	9
9810	[Bow] flame +10	?????10	4.5	1	4.5	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	10
9900	[Bow] chaos	?????	2.5	1	2.7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
9901	[Bow] chaos +1	??????1	2.8	1	3.04	1	2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
9902	[Bow] chaos +2	??????2	3.1	1	3.38	1	2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
9903	[Bow] chaos +3	??????3	3.4	1	3.72	1	2.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3
9904	[Bow] chaos +4	??????4	3.7	1	4.06	1	2.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	4
9905	[Bow] chaos +5	??????5	4	1	4.4	1	2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5
