OldSortId,FixPrice,EquipModelId,WanderingEquipId,DurabilityMax,EnglishDescription,EnglishName,Durability,EnglishType,BasicPrice,Weight,VagrantItemEneDropItemLotId,Id,Name,TranslatedName,VagrantBonusEneDropItemLotId,SellValue,SortId,VagrantItemLotId,EquipModelCategory,EquipModelGender,BehaviorVariationId,WeaponCategory,SpAtkcategory,MotionCategory,GuardmotionCategory,WepmotionOneHandId,WepmotionBothHandId,IsDurabilityDivergence,RightHandEquipable,LeftHandEquipable,BothHandEquipable,ArrowSlotEquipable,BoltSlotEquipable,EnableGuard,EnableParry,EnableMagic,EnableSorcery,EnableMiracle,EnableVowMagic,LanternWep,IsVersusGhostWep,SpAttribute,IsDragonSlayer,IsDarkHand,DisableMultiDropShare,SimpleModelForDlc,AtkMaterial,DefMaterial,DefSfxMaterial,IconId,IsNormalAttackType,IsBlowAttackType,IsSlashAttackType,IsThrustAttackType,WeaponWeightRate,IsEnhance,ProperStrength,ProperAgility,ProperMagic,ProperFaith,OverStrength,AttackThrowEscape,ParryDamageLife,AttackBaseParry,DefenseBaseParry,GuardBaseRepel,AttackBaseRepel,IsDeposit,SlashGuardCutRate,BlowGuardCutRate,ThrustGuardCutRate,IsLuckCorrect,GuardCutCancelRate,GuardAngle,GuardLevel,AttackBasePhysics,AttackBaseMagic,AttackBaseFire,AttackBaseThunder,AttackBaseStamina,SaWeaponDamage,SaDurability,CorrectStrength,CorrectAgility,CorrectMagic,CorrectFaith,PhysGuardCutRate,MagGuardCutRate,FireGuardCutRate,ThunGuardCutRate,PoisonGuardResist,DiseaseGuardResist,BloodGuardResist,CurseGuardResist,StaminaGuardDef,SpEffectBehaviorId0,SpEffectBehaviorId1,SpEffectBehaviorId2,ResidentSpEffectId,ResidentSpEffectId1,ResidentSpEffectId2,ReinforceTypeId,CorrectType,MaterialSetId,BaseChangeCategory,OriginEquipWep2,OriginEquipWep1,OriginEquipWep6,OriginEquipWep7,OriginEquipWep,OriginEquipWep3,OriginEquipWep5,OriginEquipWep13,OriginEquipWep14,OriginEquipWep4,OriginEquipWep15,OriginEquipWep11,OriginEquipWep10,OriginEquipWep9,OriginEquipWep8,OriginEquipWep12,TrophySGradeId,TrophySeqId,AntiDemonDamageRate,AntSaintDamageRate,AntWeakA_DamageRate,AntWeakB_DamageRate,ThrowAtkRate,BowDistRate,IsCustom,DisableBaseChangeReset,DisableRepair,
1926,300,1404,1299000,150,"Weapon type: Crossbow\nAttack type: none\n\nLarge crossbow with long distance used by\nCarim snipers. Often used with sniper bolts.\n\nBut while crossbows are normally easy to\nuse, the Sniper Crossbow requires dexterity.",Fire Sniper Crossbow,150,Crossbow,200,8,101020,1253800,炎のスナイパークロス,,101010,50,1926,101000,7,0,4600,Crossbow,85,46,2,0,16,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,100,FALSE,FALSE,FALSE,FALSE,0,FALSE,20,16,0,0,99,1,10,0,0,10,1,TRUE,0,0,0,FALSE,0,0,1,52,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,8800,0,800,35,1253005,1253005,1253805,1253805,1253005,1253005,1253005,-1,-1,1253005,-1,-1,1253805,1253805,1253805,-1,-1,24,1,1,1,1,0,40,TRUE,FALSE,FALSE,
1409,360,700,1099000,180,"Weapon type: Spear\nAttack type: Thrust\n\nStandard spear used commonly by soldiers.\nLong reach, and can be used with shield up.\nEffective against hard exteriors, and can hit\nfor high damage at the right moment of an\nenemy's swing. But the hit radius is small,\nand it is easily blocked by shields.",Fire Spear,180,Spear,200,3.5,101020,1000800,炎のショートスピア,,101010,50,1409,101000,7,0,3600,Spear,0,Spear,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,77,FALSE,FALSE,FALSE,TRUE,0,FALSE,11,10,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,80,0,80,0,15,20,0,0,0,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,800,0,800,35,1000005,1000005,1000805,1000805,1000005,1000005,1000005,-1,-1,1000005,-1,-1,1000805,1000805,1000805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2396,460,1520,1499000,230,Weapon type: Shield\nAttack type: Strike\n\nShield of the savage mountain bandits.\nUniquely-shaped with a large black spider\netched upon it.\nHas resistance to poison.,Fire Spider Shield,230,Shield,200,3,101020,1462800,炎の蜘蛛の盾,,101010,50,2396,101000,7,0,4800,Shield,0,48,0,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,54,50,127,FALSE,TRUE,FALSE,FALSE,1,FALSE,10,0,0,0,99,1,10,0,0,50,20,TRUE,0,0,0,FALSE,0,0,4,62,0,62,0,25,20,0,0,0,0,0,100,30,72,48,100,100,70,40,56,-1,-1,-1,-1,-1,-1,5800,0,800,35,1462005,1462005,1462805,1462805,1462005,1462005,1462005,-1,-1,1462005,-1,-1,1462805,1462805,1462805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2446,320,1507,1499000,160,"Weapon type: Shield\nAttack type: Strike\n\nShield of the infamous Darkwraith Kirk,\nKnight of Thorns. Covered with spikes.\n\nCan be used as a weapon.\nSharp spikes cause heavy bleeding.",Fire Spiked Shield,160,Shield,200,3,101020,1470800,炎のトゲの盾,,101010,50,2446,101000,7,0,4803,Shield,93,48,0,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,54,50,128,FALSE,TRUE,FALSE,FALSE,1,FALSE,10,12,0,0,99,1,10,0,0,30,40,TRUE,0,0,0,FALSE,0,0,4,78,0,78,0,25,20,0,0,0,0,0,90,28,69,40,79,79,85,50,48,6401,-1,-1,-1,-1,-1,800,0,800,35,1470005,1470005,1470805,1470805,1470005,1470005,1470005,-1,-1,1470005,-1,-1,1470805,1470805,1470805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
229,400,272,299000,200,"Weapon type: Straight Sword\nAttack type: Regular/Thrust\n\nThe hilt of this lost sword was found\ndiscarded in the Undead Asylum.\n\nOnly slightly better than one's bare hands,\nand not recommended for extensive use.\nBe certain to find a replacement quickly.",Fire Straight Sword Hilt,200,Straight Sword,100,1,101020,212800,炎のすごく折れた直剣,,101010,50,229,101000,7,0,2301,Sword,53,Sword,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,164,TRUE,FALSE,FALSE,TRUE,0,FALSE,6,6,0,0,99,1,10,0,0,10,10,TRUE,0,0,0,FALSE,0,0,1,20,0,20,0,20,1,0,0,0,0,0,20,5,15,15,14,14,14,10,10,-1,-1,-1,-1,-1,-1,800,0,800,35,212005,212005,212805,212805,212005,212005,212005,-1,-1,212005,-1,-1,212805,212805,212805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2426,560,1511,1499000,280,"Weapon type: Shield\nAttack type: Strike\n\nShield of Solaire of Astora, Knight of\nSunlight. Decorated with a holy symbol,\nbut Solaire illustrated it himself, and it\nhas no divine powers of its own. As it turns\nout, Solaire's incredible prowess is a product\nof his own training, and nothing more.",Fire Sunlight Shield,280,Shield,200,4,101020,1472800,炎の太陽の盾,,101010,50,2426,101000,7,0,4800,Shield,0,48,0,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,54,50,130,FALSE,TRUE,FALSE,FALSE,1,FALSE,12,0,0,0,99,1,10,0,0,50,20,TRUE,0,0,0,FALSE,0,0,4,64,0,64,0,25,20,0,0,0,0,0,100,30,75,50,60,60,60,40,57,-1,-1,-1,-1,-1,-1,5800,0,800,35,1472005,1472005,1472805,1472805,1472005,1472005,1472005,-1,-1,1472005,-1,-1,1472805,1472805,1472805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
149,480,231,299000,240,"Weapon type: Straight Sword\nAttack type: Regular/Thrust\n\nThis standard longsword, belonging to Solaire\nof Astora, is of high quality, is well-\nforged, and has been kept in good repair.\n\nEasy-to-use and dependable, but unlikely to\nlive up to its grandiose name.",Fire Sunlight Str. Sword,240,Straight Sword,200,4,101020,206800,炎の太陽騎士の直剣,,101010,50,149,101000,7,0,2300,Sword,0,Sword,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,12,TRUE,FALSE,FALSE,TRUE,1,FALSE,12,12,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,2,82,0,82,0,25,20,0,0,0,0,0,50,10,35,35,40,40,40,38,32,-1,-1,-1,-1,-1,-1,800,0,800,35,206005,206005,206805,206805,206005,206005,206005,-1,-1,206005,-1,-1,206805,206805,206805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2186,300,1501,1498000,150,"Weapon type: Small Shield\nAttack type: Strike\n\nSmall round metal shield.\nFour protrusions used to parry attacks.\n\nSmall shields are always less stable, but\nlanding critical hits after parry is easier.\nThis shield is specialized for parrying.",Fire Target Shield,150,Small Shield,200,2,101020,1404800,炎のターゲットシールド,,101010,50,2186,101000,7,0,4801,Shield,91,48,2,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,54,50,117,FALSE,TRUE,FALSE,FALSE,0,FALSE,8,11,0,0,99,1,10,0,0,30,20,TRUE,0,0,0,FALSE,0,0,4,56,0,56,0,20,20,0,0,0,0,0,78,30,65,50,76,76,90,50,45,-1,-1,-1,-1,-1,-1,5800,0,800,35,1404005,1404005,1404805,1404805,1404005,1404005,1404005,-1,-1,1404005,-1,-1,1404805,1404805,1404805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2346,500,1513,1499000,250,"Weapon type: Shield\nAttack type: Strike\n\nMedium metal shield. Decorated with a tower,\nthe symbol of protection.\nA standard, widely-used shield.",Fire Tower Kite Shield,250,Shield,200,3,101020,1452800,炎のヒーターシールド,,101010,50,2346,101000,7,0,4800,Shield,0,48,0,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,54,50,123,FALSE,TRUE,FALSE,FALSE,1,FALSE,10,0,0,0,99,1,10,0,0,50,20,TRUE,0,0,0,FALSE,0,0,4,64,0,64,0,25,20,0,0,0,0,0,100,30,70,50,85,85,90,50,58,-1,-1,-1,-1,-1,-1,5800,0,800,35,1452005,1452005,1452805,1452805,1452005,1452005,1452005,-1,-1,1452005,-1,-1,1452805,1452805,1452805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2616,600,1505,1599000,300,"Weapon type: Greatshield\nAttack type: Strike\n\nMetal greatshield. Used by Knight Berenike,\nknown for his heavy armor. This thick plate\nof iron is heavily defensive but ultra heavy.\nGreatshields are very stable, and deflect\nattacks. However, one cannot parry,\nand instead bashes with the shield.",Fire Tower Shield,300,Greatshield,800,13,101020,1501800,炎のタワーシールド,,101010,50,2616,101000,7,0,4700,Shield,0,47,1,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,79,50,134,FALSE,TRUE,FALSE,FALSE,0,FALSE,30,0,0,0,99,1,10,0,0,65,60,TRUE,0,0,0,FALSE,0,0,4,80,0,80,0,35,20,0,0,0,0,0,100,40,75,50,84,84,100,50,72,-1,-1,-1,-1,-1,-1,7800,0,800,35,1501005,1501005,1501805,1501805,1501005,1501005,1501005,-1,-1,1501005,-1,-1,1501805,1501805,1501805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
809,160,402,599000,80,"Weapon type: Katana\nAttack type: Slash/Thrust\n\nKatana forged in an Eastern land.\nKnown for its brisk slashing motions.\n\nThe Uchigatana cuts beautifully and causes\nbleeding, but its blade is easily nicked.",Fire Uchigatana,80,Katana,200,5,101020,500800,炎の打刀,,101010,50,809,101000,7,0,2900,Scimitar,0,Uchigatana,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,42,FALSE,FALSE,TRUE,TRUE,0,FALSE,14,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,90,0,90,0,15,20,0,0,0,0,0,45,10,30,30,40,40,40,34,30,6401,-1,-1,-1,-1,-1,800,0,800,35,500005,500005,500805,500805,500005,500005,500005,-1,-1,500005,-1,-1,500805,500805,500805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1249,440,604,898000,220,"Weapon type: Hammer\nAttack type: Thrust\n\nHammer with a large beak-shaped pommel.\nOriginally a pickaxe; redesigned for battle.\n\nThis simple but deadly weapon hits heavily\nwith thrust damage, such that it easily\ncracks metal armor.",Fire Warpick,220,Hammer,200,3.5,101020,803800,炎のウォーピック,,101010,50,1249,101000,7,0,3301,Club,60,Club,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,62,FALSE,FALSE,FALSE,TRUE,0,FALSE,11,10,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,91,0,91,0,30,20,0,0,0,0,0,45,10,30,30,40,40,40,34,30,-1,-1,-1,-1,-1,-1,800,0,800,35,803005,803005,803805,803805,803005,803005,803005,-1,-1,803005,-1,-1,803805,803805,803805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE," redesigned for battle.\n\nThis simple but deadly weapon hits heavily\nwith thrust damage, such that it easily\ncracks metal armor."",""Fire Warpick"",""220"",""Hammer"",""200"",""3.5"",""101020"",""803800"",""炎のウォーピック"","""",""101010"",""50"",""1249"",""101000"",""7"",""0"",""3301"",""Club"",""60"",""Club"",""2"",""0"",""10"",""0"",""True"",""True"",""True"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""2"",""False"",""False"",""False"",""False"",""0"",""50"",""50"",""62"",""False"",""False"",""False"",""True"",""0"",""False"",""11"",""10"",""0"",""0"",""99"",""1"",""10"",""0"",""0"",""10"",""40"",""True"",""0"",""0"",""0"",""False"",""0"",""0"",""2"",""91"",""0"",""91"",""0"",""30"",""20"",""0"",""0"",""0"",""0"",""0"",""45"",""10"",""30"",""30"",""40"",""40"",""40"",""34"",""30"",""-1"",""-1"",""-1"",""-1"",""-1"",""-1"",""800"",""0"",""800"",""35"",""803005"",""803005"",""803805"",""803805"",""803005"",""803005"",""803005"",""-1"",""-1"",""803005"",""-1"",""-1"",""803805"",""803805"",""803805"",""-1"",""-1"",""24"",""1"",""1"",""1"",""1"",""0"",""-1"",""True"",""False"",""False"""
2106,360,1536,1498000,180,"Weapon type: Small Shield\nAttack type: Strike\n\nRound wooden shield crafted in Lordran.\nDecorated with the ancient Labrys axe.\nThe giant trees in Lordran are distant\noffspring of the great stone archtrees.\nThis shield inherits their properties, \nand the wood reduces magic damage.",Fire Warrior's Round Shield,180,Small Shield,200,1,101020,1460800,炎の骸骨兵の盾,,101010,50,2106,101000,7,0,4801,Shield,0,48,2,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,54,50,161,FALSE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0,99,1,10,0,0,30,20,TRUE,0,0,0,FALSE,0,0,4,50,0,50,0,20,20,0,0,0,0,0,85,65,30,65,70,70,75,50,40,-1,-1,-1,-1,-1,-1,6800,0,800,35,1460005,1460005,1460805,1460805,1460005,1460005,1460005,-1,-1,1460005,-1,-1,1460805,1460805,1460805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
829,120,450,599000,60,"Weapon type: Katana\nAttack type: Slash/Thrust\n\nKatana forged in an Eastern land.\nVery unusual specimen with a long blade.\n\nThe blade is extremely long,\nbut as a result, quite easily broken.",Fire Washing Pole,60,Katana,200,8,101020,501800,炎の名刀なんとか,,101010,50,829,101000,7,0,2900,Scimitar,0,Uchigatana,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,43,FALSE,FALSE,TRUE,TRUE,1,FALSE,20,16,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,90,0,90,0,15,20,0,0,0,0,0,45,10,30,30,40,40,40,34,30,6400,-1,-1,-1,-1,-1,800,0,800,35,501005,501005,501805,501805,501005,501005,501005,-1,-1,501005,-1,-1,501805,501805,501805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1709,400,1200,1699000,200,"Weapon type: Whip\nAttack type: Regular\n\nLeather whip.\nNot intended for battle.\n\nVirtually ineffective against armor and tough\nscales, but quite formidable against enemies\nwith exposed skin.",Fire Whip,200,Whip,200,1.5,101020,1600800,炎のウィップ,,101010,50,1709,101000,7,0,4300,Sword,0,43,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,139,TRUE,FALSE,FALSE,FALSE,0,FALSE,7,14,0,0,99,1,10,0,0,10,90,TRUE,0,0,0,FALSE,0,0,1,80,0,80,0,20,20,0,0,0,0,0,30,10,20,20,26,26,26,20,16,-1,-1,-1,-1,-1,-1,800,0,800,35,1600005,1600005,1600805,1600805,1600005,1600005,1600005,-1,-1,1600005,-1,-1,1600805,1600805,1600805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1419,280,702,1099000,140,"Weapon type: Spear\nAttack type: Thrust\n\nA long-hilted spear with a barbed point.\nLong reach, and can be used with shield up.\nEffective against hard exteriors, and hits\nfor high damage at the right moment of an\nenemy's swing. But the hit radius is small,\nand it is easily blocked by shields.",Fire Winged Spear,140,Spear,200,4.5,101020,1001800,炎のロングスピア,,101010,50,1419,101000,7,0,3600,Spear,0,Spear,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,78,FALSE,FALSE,FALSE,TRUE,0,FALSE,13,15,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,86,0,86,0,15,20,0,0,0,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,800,0,800,35,1001005,1001005,1001805,1001805,1001005,1001005,1001005,-1,-1,1001005,-1,-1,1001805,1001805,1001805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2316,320,1522,1499000,160,"Weapon type: Shield\nAttack type: Strike\n\nVertically elongated wooden shield.\nDecorated with a white dragon.\n\nWood shields are lighter than metal shields,\nbut with lower physical damage reduction,\nand reduced shield stability.",Fire Wooden Shield,160,Shield,200,1.5,101020,1401800,炎のラージウッドシールド,,101010,50,2316,101000,7,0,4800,Shield,0,48,0,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,2,55,52,114,FALSE,TRUE,FALSE,FALSE,0,FALSE,7,0,0,0,99,1,10,0,0,50,20,TRUE,0,0,0,FALSE,0,0,4,54,0,54,0,20,20,0,0,0,0,0,93,40,30,65,70,70,82,50,52,-1,-1,-1,-1,-1,-1,6800,0,800,35,1401005,1401005,1401805,1401805,1401005,1401005,1401005,-1,-1,1401005,-1,-1,1401805,1401805,1401805,-1,-1,24,1,1,1,1,0,-1,FALSE,FALSE,FALSE,
519,400,208,399000,200,"Weapon type: Ultra Greatsword\nAttack type: Regular\n\nOne of the gigantic straight greatswords.\n\nAs the name suggests, the Zweihander is held\nwith two hands, but its wielder must still be\ninhumanly strong. It is this great weight\nthat sends foes flying when hit solidly.",Fire Zweihander,200,Ultra Greatsword,800,10,101020,350800,炎のツヴァイヘンダー,,101010,50,519,101000,7,0,2600,Sword,0,Zweihander,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,50,50,28,TRUE,FALSE,FALSE,FALSE,0,FALSE,24,10,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,FALSE,0,0,3,130,0,130,0,40,50,0,0,0,0,0,70,10,50,50,55,55,55,54,44,-1,-1,-1,-1,-1,-1,800,0,800,35,350005,350005,350805,350805,350005,350005,350005,-1,-1,350005,-1,-1,350805,350805,350805,-1,-1,24,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1750,10,1005,999000,5,Bare fists,Fists,5,Bare fists,0,0,-1,900000,素拳,,-1,-1,1750,-1,7,0,4201,Fist,0,Fists,2,0,10,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,3,53,59,72,FALSE,TRUE,FALSE,FALSE,0,FALSE,0,0,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,1,20,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1,FALSE,FALSE,FALSE,
331,320,211,398000,160,Weapon type: Greatsword\nAttack type: Slash\n\nThis greatsword with an undulating blade is\nthe choice weapon of the slithering serpent\nmen of Sen's Fortress.\n\nThis weapon is designed to flay the skin and\ncauses heavy bleeding.,Flamberge,160,Greatsword,400,6,100720,303000,フランベルジェ,,100710,50,331,100700,7,0,2502,Sword,75,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,21,FALSE,FALSE,TRUE,FALSE,0,TRUE,16,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,100,0,0,0,35,35,0,22,70,0,0,60,10,40,40,40,40,40,46,38,6402,-1,-1,-1,-1,-1,0,0,0,0,303000,303000,303005,303005,303000,303000,303000,303010,303010,303000,303010,303010,303005,303005,303005,303010,-1,16,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1031,300,509,798000,150,"Weapon type: Axe\nAttack type: Regular\n\nSliced tail of the gargoyle guarding the\nBell of Awakening in the Undead Church\nor patrolling in Anor Londo.\n\nCan be used as a bronze battle axe.\nBends dramatically during large attacks,\nowing to its nature as a tail.",Gargoyle Tail Axe,150,Axe,200,5,100720,705000,ガーゴイルの尾斧,,100710,50,1031,100700,7,0,3004,Axe,125,Axe,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,166,TRUE,FALSE,FALSE,FALSE,0,TRUE,14,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,93,0,0,0,35,35,0,22,70,0,0,55,10,40,40,40,40,40,42,36,-1,-1,-1,6840,-1,-1,0,0,0,0,705000,705000,705005,705005,705000,705000,705000,705010,705010,705000,705010,705010,705005,705005,705005,705010,-1,16,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1531,400,811,1199000,200,Weapon type: Halberd\nAttack type: Regular\n\nHalberd of the gargoyle guarding the\nBell of Awakening in the Undead Church.\n\nPerfectly standard bronze halberd\nwithout any special power.,Gargoyle's Halberd,200,Halberd,200,6,100720,1103000,ガーゴイルの斧槍,,100710,50,1531,100700,7,0,3800,Halberd,0,38,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,171,TRUE,FALSE,FALSE,FALSE,0,TRUE,16,12,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,115,0,0,0,25,20,0,39,40,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,6880,-1,-1,0,0,0,0,1103000,1103000,1103005,1103005,1103000,1103000,1103000,1103010,1103010,1103000,1103010,1103010,1103005,1103005,1103005,1103010,-1,16,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
2451,600,1539,1499000,300,"Weapon type: Shield\nAttack type: Strike\n\nBronze shield of the gargoyle guarding the\nBell of Awakening in the Undead Church.\nThe gargoyle's skin is tough by itself, and\nperhaps its shield may have been a prop,\nfor it is a rare example of a metal shield\nthat does not reduce physical damage 100%.",Gargoyle's Shield,300,Shield,200,4,100720,1478000,ガーゴイルの盾,,100710,50,2451,100700,7,0,4800,Shield,0,48,0,0,15,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,54,50,182,FALSE,TRUE,FALSE,FALSE,1,FALSE,12,0,0,0,99,1,10,0,0,50,20,TRUE,0,0,0,FALSE,0,0,4,62,0,0,0,25,20,0,31,0,0,0,85,40,75,70,85,85,85,50,56,-1,-1,-1,-1,-1,-1,6000,0,0,0,1478000,1478000,1478005,1478005,1478000,1478000,1478000,1478010,1478010,1478000,1478010,1478010,1478005,1478005,1478005,1478010,-1,16,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
