"OldSortId","FixPrice","EquipModelId","WanderingEquipId","DurabilityMax","EnglishDescription","EnglishName","Durability","EnglishType","BasicPrice","Weight","VagrantItemEneDropItemLotId","Id","Name","TranslatedName","VagrantBonusEneDropItemLotId","SellValue","SortId","VagrantItemLotId","EquipModelCategory","EquipModelGender","BehaviorVariationId","WeaponCategory","SpAtkcategory","MotionCategory","GuardmotionCategory","WepmotionOneHandId","WepmotionBothHandId","IsDurabilityDivergence","RightHandEquipable","LeftHandEquipable","BothHandEquipable","ArrowSlotEquipable","BoltSlotEquipable","EnableGuard","EnableParry","EnableMagic","EnableSorcery","EnableMiracle","EnableVowMagic","LanternWep","IsVersusGhostWep","SpAttribute","IsDragonSlayer","IsDarkHand","DisableMultiDropShare","SimpleModelForDlc","AtkMaterial","DefMaterial","DefSfxMaterial","IconId","IsNormalAttackType","IsBlowAttackType","IsSlashAttackType","IsThrustAttackType","WeaponWeightRate","IsEnhance","ProperStrength","ProperAgility","ProperMagic","ProperFaith","OverStrength","AttackThrowEscape","ParryDamageLife","AttackBaseParry","DefenseBaseParry","GuardBaseRepel","AttackBaseRepel","IsDeposit","SlashGuardCutRate","BlowGuardCutRate","ThrustGuardCutRate","IsLuckCorrect","GuardCutCancelRate","GuardAngle","GuardLevel","AttackBasePhysics","AttackBaseMagic","AttackBaseFire","AttackBaseThunder","AttackBaseStamina","SaWeaponDamage","SaDurability","CorrectStrength","CorrectAgility","CorrectMagic","CorrectFaith","PhysGuardCutRate","MagGuardCutRate","FireGuardCutRate","ThunGuardCutRate","PoisonGuardResist","DiseaseGuardResist","BloodGuardResist","CurseGuardResist","StaminaGuardDef","SpEffectBehaviorId0","SpEffectBehaviorId1","SpEffectBehaviorId2","ResidentSpEffectId","ResidentSpEffectId1","ResidentSpEffectId2","ReinforceTypeId","CorrectType","MaterialSetId","BaseChangeCategory","OriginEquipWep2","OriginEquipWep1","OriginEquipWep6","OriginEquipWep7","OriginEquipWep","OriginEquipWep3","OriginEquipWep5","OriginEquipWep13","OriginEquipWep14","OriginEquipWep4","OriginEquipWep15","OriginEquipWep11","OriginEquipWep10","OriginEquipWep9","OriginEquipWep8","OriginEquipWep12","TrophySGradeId","TrophySeqId","AntiDemonDamageRate","AntSaintDamageRate","AntWeakA_DamageRate","AntWeakB_DamageRate","ThrowAtkRate","BowDistRate","IsCustom","DisableBaseChangeReset","DisableRepair"
"1306","500","659","899000","250","Weapon type: Great Hammer\nAttack type: Strike\n\nLarge wooden club.\n\nThe giant Undead of Blighttown wield these\nclubs, which became poisonous from the\ninfluence of their surroundings.","Enchanted Large Club","250","Great Hammer","800","11","100820","855500","魔法Ｂの蛮兵クラブ","","100810","50","1306","100800","7","0","3502","Club","124","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","2","52","52","170","False","True","False","False","0","False","26","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","90","96","0","0","40","50","0","20","0","72","0","55","10","40","40","50","50","50","38","32","6500","-1","-1","-1","-1","-1","500","1","500","22","855405","855405","-1","-1","855405","855405","855405","-1","-1","855405","-1","-1","-1","-1","-1","-1","-1","21","1","1","1","1","0","-1","True","False","False"
"1307","500","659","899000","250","Weapon type: Great Hammer\nAttack type: Strike\n\nLarge wooden club.\n\nThe giant Undead of Blighttown wield these\nclubs, which became poisonous from the\ninfluence of their surroundings.","Divine Large Club","250","Great Hammer","800","11","100920","855600","神聖の蛮兵クラブ","","100910","100","1307","100900","7","0","3502","Club","124","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","2","52","52","170","False","True","False","False","0","False","26","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","81","99","0","0","40","50","0","39","0","0","74","55","10","40","40","50","50","50","38","32","6500","-1","-1","-1","-1","-1","600","1","600","25","855005","855005","855605","855605","855005","855005","855005","-1","-1","855005","-1","-1","855605","855605","855605","-1","-1","22","1","1.1","1","1","0","-1","True","False","False"
"1308","500","659","899000","250","Weapon type: Great Hammer\nAttack type: Strike\n\nLarge wooden club.\n\nThe giant Undead of Blighttown wield these\nclubs, which became poisonous from the\ninfluence of their surroundings.","Occult Large Club","250","Great Hammer","800","11","100920","855700","暗黒の蛮兵クラブ","","100910","100","1308","100900","7","0","3502","Club","124","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","2","52","52","170","False","True","False","False","0","False","26","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","82","90","0","0","40","50","0","37","0","0","87","55","10","40","40","50","50","50","38","32","6500","-1","-1","-1","-1","-1","700","1","700","30","855605","855605","-1","-1","855605","855605","855605","-1","-1","855605","-1","-1","-1","-1","-1","-1","-1","23","1","1","1.1","1","0","-1","True","False","False"
"1309","500","659","899000","250","Weapon type: Great Hammer\nAttack type: Strike\n\nLarge wooden club.\n\nThe giant Undead of Blighttown wield these\nclubs, which became poisonous from the\ninfluence of their surroundings.","Fire Large Club","250","Great Hammer","800","11","101020","855800","炎の蛮兵クラブ","","101010","50","1309","101000","7","0","3502","Club","124","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","2","False","False","False","False","2","52","52","170","False","True","False","False","0","False","26","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","120","0","120","0","40","50","0","0","0","0","0","55","10","40","40","50","50","50","38","32","6500","-1","-1","-1","-1","-1","800","0","800","35","855005","855005","855805","855805","855005","855005","855005","-1","-1","855005","-1","-1","855805","855805","855805","-1","-1","24","1","1","1","1","0","-1","True","False","False"
"1310","500","659","899000","250","Weapon type: Great Hammer\nAttack type: Strike\n\nLarge wooden club.\n\nThe giant Undead of Blighttown wield these\nclubs, which became poisonous from the\ninfluence of their surroundings.","Chaos Large Club","250","Great Hammer","800","11","101020","855900","混沌の炎の蛮兵クラブ","","101010","50","1310","101000","7","0","3502","Club","124","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","2","False","False","False","False","2","52","52","170","False","True","False","False","0","False","26","0","0","0","99","1","10","0","0","10","60","True","0","0","0","True","0","0","3","105","0","121","0","40","50","0","0","0","0","0","55","10","40","40","50","50","50","38","32","6500","-1","-1","-1","-1","-1","900","0","900","40","855805","855805","-1","-1","855805","855805","855805","-1","-1","855805","-1","-1","-1","-1","-1","-1","-1","25","1","1","1","1","0","-1","True","False","False"
"1351","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856000","スモウハンマー＜←クラブ＞","","101210","1","1351","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","800010","800010","-1","-1","800010","800010","800010","-1","-1","800010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1352","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856100","スモウハンマー＜←メイス＞","","101210","1","1352","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","801010","801010","-1","-1","801010","801010","801010","-1","-1","801010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1353","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856200","スモウハンマー＜←モーニングスター＞","","101210","1","1353","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","802010","802010","-1","-1","802010","802010","802010","-1","-1","802010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1354","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856300","スモウハンマー＜←ウォーピック＞","","101210","1","1354","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","803010","803010","-1","-1","803010","803010","803010","-1","-1","803010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1355","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856400","スモウハンマー＜←つるはし＞","","101210","1","1355","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","804010","804010","-1","-1","804010","804010","804010","-1","-1","804010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1356","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856500","スモウハンマー＜←強化クラブ＞","","101210","1","1356","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","809010","809010","-1","-1","809010","809010","809010","-1","-1","809010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1357","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856600","スモウハンマー＜←アンドレ＞","","101210","1","1357","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","810010","810010","-1","-1","810010","810010","810010","-1","-1","810010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1358","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856700","スモウハンマー＜←巨人鍛冶＞","","101210","1","1358","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","811010","811010","-1","-1","811010","811010","811010","-1","-1","811010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1359","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856800","スモウハンマー＜←骨太＞","","101210","1","1359","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","812010","812010","-1","-1","812010","812010","812010","-1","-1","812010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1360","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","856900","スモウハンマー＜←グレートクラブ＞","","101210","1","1360","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","850010","850010","-1","-1","850010","850010","850010","-1","-1","850010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1361","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","857000","スモウハンマー＜←デーモンの大槌＞","","101210","1","1361","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","852010","852010","-1","-1","852010","852010","852010","-1","-1","852010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1362","1200","652","899000","600","Weapon type: Great Hammer\nAttack type: Strike\n\nGreat hammer from the soul of executioner\nSmough, who guards the cathedral in the forsaken city of Anor Londo.\nSmough loved his work, and ground the bones\nof his victims into his own feed, ruining his\nhopes of being ranked with the Four Knights.","Smough's Hammer","600","Great Hammer","5000","28","101220","857100","スモウハンマー＜←蛮兵クラブ＞","","101210","1","1362","101200","7","0","3503","Club","70","GreatClub","2","2","12","0","True","True","True","False","False","True","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","71","False","True","False","False","0.7","False","58","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","300","0","0","0","45","50","0","50","0","0","0","50","10","35","35","50","50","50","38","32","6730","-1","-1","-1","-1","-1","1000","0","1900","45","855010","855010","-1","-1","855010","855010","855010","-1","-1","855010","-1","-1","-1","-1","-1","-1","652","-1","1","1","1","1","0","-1","True","False","False"
"1363","0","2011","898000","0","","","0","Great Hammer","0","0","-1","898000","徘徊槌","","-1","0","1363","-1","7","0","3300","Club","0","Club","2","0","10","0","True","True","True","False","False","False","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","0","False","False","False","False","0","False","0","0","0","0","99","1","10","0","0","10","40","True","0","0","0","False","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","0","-1","False","False","False"
"1364","0","2012","899000","0","","","0","","0","0","-1","899000","徘徊大槌","","-1","0","1364","-1","7","0","3500","Club","0","GreatClub","2","2","12","0","True","True","True","False","False","False","False","False","False","False","False","False","False","1","False","False","False","False","0","50","50","0","False","False","False","False","0","False","0","0","0","0","99","1","10","0","0","10","60","True","0","0","0","False","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","0","-1","False","False","False"
"1750","10","1005","999000","5","Bare fists","Fists","5","Bare fists","0","0","-1","900000","素拳","","-1","-1","1750","-1","7","0","4201","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","3","53","59","72","False","True","False","False","0","False","0","0","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","20","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","0","-1","False","False","False"
"1751","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Caestus","300","Gauntlet","100","0.5","100720","901000","セスタス","","100710","50","1751","100700","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","True","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","66","0","0","0","10","20","0","51","51","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","0","0","901000","901000","901005","901005","901000","901000","901000","901010","901010","901000","901010","901010","901005","901005","901005","901010","-1","16","1","1","1","1","0","-1","True","False","False"
"1752","600","1000","999000","30","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Crystal Caestus","30","Gauntlet","100","0.5","100720","901100","結晶のセスタス","","100710","1","1752","100700","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","True","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","66","0","0","0","10","20","0","51","51","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","100","0","100","5","901010","901010","-1","-1","901010","901010","901010","-1","-1","901010","-1","-1","-1","-1","-1","-1","-1","17","1","1","1","1","0","-1","True","True","True"
"1753","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Lightning Caestus","300","Gauntlet","100","0.5","100720","901200","雷のセスタス","","100710","500","1753","100700","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","6","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","66","0","0","66","10","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","200","0","200","10","901010","901010","-1","-1","901010","901010","901010","-1","-1","901010","-1","-1","-1","-1","-1","-1","-1","18","1","1","1","1","0","-1","True","False","False"
"1754","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Raw Caestus","300","Gauntlet","100","0.5","-1","901300","粗製のセスタス","","-1","50","1754","-1","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","True","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","76","0","0","0","10","20","0","38","38","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","300","0","300","15","901005","901005","-1","-1","901005","901005","901005","-1","-1","901005","-1","-1","-1","-1","-1","-1","-1","19","1","1","1","1","0","-1","True","False","False"
"1755","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Magic Caestus","300","Gauntlet","100","0.5","100820","901400","魔法Ａのセスタス","","100810","50","1755","100800","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","50","54","0","0","10","20","0","14","14","73","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","400","1","400","20","901005","901005","901405","901405","901005","901005","901005","-1","-1","901005","-1","-1","901405","901405","901405","-1","-1","20","1","1","1","1","0","-1","True","False","False"
"1756","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Enchanted Caestus","300","Gauntlet","100","0.5","100820","901500","魔法Ｂのセスタス","","100810","50","1756","100800","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","50","53","0","0","10","20","0","10","10","72","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","500","1","500","22","901405","901405","-1","-1","901405","901405","901405","-1","-1","901405","-1","-1","-1","-1","-1","-1","-1","21","1","1","1","1","0","-1","True","False","False"
"1757","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Divine Caestus","300","Gauntlet","100","0.5","100920","901600","神聖のセスタス","","100910","100","1757","100900","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","45","55","0","0","10","20","0","20","20","0","73","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","600","1","600","25","901005","901005","901605","901605","901005","901005","901005","-1","-1","901005","-1","-1","901605","901605","901605","-1","-1","22","1","1.1","1","1","0","-1","True","False","False"
"1758","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Occult Caestus","300","Gauntlet","100","0.5","100920","901700","暗黒のセスタス","","100910","100","1758","100900","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","1","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","45","50","0","0","10","20","0","18","18","0","86","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","700","1","700","30","901605","901605","-1","-1","901605","901605","901605","-1","-1","901605","-1","-1","-1","-1","-1","-1","-1","23","1","1","1.1","1","0","-1","True","False","False"
"1759","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Fire Caestus","300","Gauntlet","100","0.5","101020","901800","炎のセスタス","","101010","50","1759","101000","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","2","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","False","0","0","1","66","0","66","0","10","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","800","0","800","35","901005","901005","901805","901805","901005","901005","901005","-1","-1","901005","-1","-1","901805","901805","901805","-1","-1","24","1","1","1","1","0","-1","True","False","False"
"1760","600","1000","999000","300","Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.","Chaos Caestus","300","Gauntlet","100","0.5","101020","901900","混沌の炎のセスタス","","101010","50","1760","101000","7","0","4200","Fist","0","Fists","2","0","10","0","True","True","False","False","False","False","True","False","False","False","False","False","False","2","False","False","False","False","0","50","50","73","False","True","False","False","0","False","5","8","0","0","99","1","10","0","0","10","20","True","0","0","0","True","0","0","1","57","0","66","0","10","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","900","0","900","40","901805","901805","-1","-1","901805","901805","901805","-1","-1","901805","-1","-1","-1","-1","-1","-1","-1","25","1","1","1","1","0","-1","True","False","False"
